t_s,cmd_hz,meas_hz,meas_a
20.1770,900.000,893.80,6.70
20.2070,900.000,893.80,6.60
20.2771,900.000,893.80,6.60
20.3052,900.000,893.80,6.60
20.3770,900.000,893.80,6.60
20.4058,900.000,893.80,6.60
20.4783,900.000,893.80,6.70
20.5046,900.000,893.80,6.70
20.5769,900.000,893.80,6.70
20.6009,900.000,893.80,6.70
20.6769,900.000,893.80,6.70
20.7053,900.000,893.80,6.70
20.7770,900.000,893.80,6.70
20.8060,900.000,893.80,6.70
20.8771,900.000,893.80,6.70
20.9051,900.000,893.80,6.70
20.9785,900.000,893.80,6.70
21.0057,900.000,893.80,6.70
21.0770,900.000,893.80,6.70
21.1058,900.000,893.80,6.70
21.1771,900.000,893.80,6.70
21.2035,900.000,893.80,6.70
21.2771,900.000,893.80,6.70
21.3055,900.000,893.80,6.70
21.3771,900.000,893.80,6.70
21.4061,900.000,893.80,6.70
21.4791,900.000,893.80,6.70
21.5054,900.000,893.80,6.70
21.5770,900.000,893.80,6.70
21.6040,900.000,893.80,6.70
21.6771,900.000,893.80,6.70
21.7069,900.000,893.80,6.70
21.7770,900.000,893.80,6.70
21.8058,900.000,893.80,6.70
21.8770,900.000,893.80,6.70
21.9042,900.000,893.80,6.70
21.9788,900.000,893.80,6.70
22.0058,900.000,893.80,6.70
22.0768,900.000,893.80,6.70
22.1060,900.000,893.80,6.70
22.1770,900.000,893.80,6.70
22.2047,900.000,893.80,6.70
22.2770,900.000,893.80,6.70
22.3053,900.000,893.80,6.70
22.3772,900.000,893.80,6.70
22.4025,900.000,893.80,6.70
22.4783,900.000,893.80,6.70
22.5019,900.000,893.80,6.70
22.5771,900.000,893.80,6.70
22.6021,900.000,893.80,6.70
22.6770,900.000,893.80,6.70
22.7072,900.000,893.80,6.70
22.7769,900.000,893.80,6.70
22.8057,900.000,893.80,6.70
22.8769,900.000,893.80,6.70
22.9055,900.000,893.80,6.70
22.9780,900.000,893.80,6.60
23.0033,900.000,893.80,6.60
23.0773,900.000,893.80,6.60
23.1062,900.000,893.80,6.60
23.1772,900.000,893.80,6.60
23.2045,900.000,893.80,6.70
23.2785,900.000,893.80,6.70
23.3050,900.000,893.80,6.70
23.3770,900.000,893.80,6.70
23.4058,900.000,893.80,6.70
23.4769,900.000,893.80,6.70
23.5053,900.000,893.80,6.70
23.5770,900.000,893.80,6.70
23.6031,900.000,893.80,6.70
23.6770,900.000,893.80,6.70
23.7038,900.000,893.80,6.70
23.7783,900.000,893.80,6.70
23.8022,900.000,893.80,6.70
23.8769,900.000,893.80,6.70
23.9058,900.000,893.80,6.70
23.9771,900.000,893.80,6.70
24.0064,900.000,893.80,6.60
24.0772,900.000,893.80,6.60
24.1056,900.000,893.80,6.60
24.1770,900.000,893.80,6.60
24.2042,900.000,893.80,6.60
24.2780,900.000,893.80,6.70
24.3007,900.000,893.80,6.70
24.3770,900.000,893.80,6.70
24.4058,900.000,893.80,6.70
24.4770,900.000,893.80,6.70
24.5075,900.000,893.80,6.70
24.5772,900.000,893.80,6.70
24.6060,900.000,893.80,6.70
24.6772,900.000,893.80,6.70
24.7058,900.000,893.80,6.70
24.7786,900.000,893.80,6.70
24.8052,900.000,893.80,6.70
24.8770,900.000,893.80,6.70
24.9027,900.000,893.80,6.70
24.9772,900.000,893.80,6.70
25.0070,900.000,893.80,6.70
25.0771,900.000,893.80,6.70
25.1056,900.000,893.80,6.70
25.1770,900.000,893.80,6.70
25.2055,900.000,893.80,6.70
25.2778,900.000,893.80,6.70
25.3057,900.000,893.80,6.70
25.3772,900.000,893.80,6.70
25.4058,900.000,893.80,6.70
25.4772,900.000,893.80,6.70
25.5080,900.000,893.80,6.70
25.5772,900.000,893.80,6.70
25.6059,900.000,893.80,6.70
25.6772,900.000,893.80,6.70
25.7061,900.000,893.80,6.70
25.7786,900.000,893.80,6.70
25.8056,900.000,893.80,6.70
25.8771,900.000,893.80,6.70
25.9057,900.000,893.80,6.70
25.9773,900.000,893.80,6.70
26.0072,900.000,893.80,6.70
26.0771,900.000,893.80,6.70
26.1057,900.000,893.80,6.70
26.1770,900.000,893.80,6.70
26.2045,900.000,893.80,6.70
26.2785,900.000,893.80,6.70
26.3015,900.000,893.80,6.70
26.3772,900.000,893.80,6.70
26.4033,900.000,893.80,6.70
26.4772,900.000,893.80,6.70
26.5062,900.000,893.80,6.70
26.5773,900.000,893.80,6.70
26.6025,900.000,893.80,6.70
26.6772,900.000,893.80,6.70
26.7058,900.000,893.80,6.70
26.7787,900.000,893.80,6.70
26.8013,900.000,893.80,6.70
26.8770,900.000,893.80,6.70
26.9057,900.000,893.80,6.70
26.9774,900.000,893.80,6.70
27.0059,900.000,893.80,6.70
27.0787,900.000,893.80,6.70
27.1038,900.000,893.80,6.70
27.1772,900.000,893.80,6.70
27.2045,900.000,893.80,6.70
27.2772,900.000,893.80,6.70
27.3073,900.000,893.80,6.70
27.3773,900.000,893.80,6.70
27.4058,900.000,893.80,6.70
27.4772,900.000,893.80,6.70
27.5057,900.000,893.80,6.70
27.5785,900.000,893.80,6.70
27.6054,900.000,893.80,6.70
27.6773,900.000,893.80,6.70
27.7058,900.000,893.80,6.70
27.7773,900.000,893.80,6.70
27.8065,900.000,893.80,6.70
27.8772,900.000,893.80,6.70
27.9057,900.000,893.80,6.70
27.9774,900.000,893.80,6.70
28.0026,900.000,893.80,6.70
28.0786,900.000,893.80,6.70
28.1056,900.000,893.80,6.70
28.1771,900.000,893.80,6.70
28.2041,900.000,893.80,6.70
28.2772,900.000,893.80,6.70
28.3086,900.000,893.80,6.70
28.3773,900.000,893.80,6.70
28.4028,900.000,893.80,6.70
28.4773,900.000,893.80,6.70
28.5018,900.000,893.80,6.70
28.5785,900.000,893.80,6.70
28.6015,900.000,893.80,6.70
28.6772,900.000,893.80,6.70
28.7058,900.000,893.80,6.70
28.7773,900.000,893.80,6.70
28.8077,900.000,893.80,6.70
28.8773,900.000,893.80,6.70
28.9107,900.000,893.80,6.70
28.9772,900.000,893.80,6.70
29.0042,900.000,893.80,6.70
29.0786,900.000,893.80,6.60
29.1057,900.000,893.80,6.60
29.1774,900.000,893.80,6.60
29.2012,900.000,893.80,6.60
29.2774,900.000,893.80,6.60
29.3072,900.000,893.80,6.70
29.3773,900.000,893.80,6.70
29.4058,900.000,893.80,6.70
29.4769,900.000,893.80,6.70
29.5058,900.000,893.80,6.70
29.5789,900.000,893.80,6.70
29.6058,900.000,893.80,6.70
29.6772,900.000,893.80,6.70
29.7024,900.000,893.80,6.70
29.7772,900.000,893.80,6.70
29.8071,900.000,893.80,6.70
29.8772,900.000,893.80,6.70
29.9051,900.000,893.80,6.70
29.9772,900.000,893.80,6.70
