t_s,cmd_hz,meas_hz,meas_a
19.0528,900.000,893.80,6.70
19.1038,900.000,893.80,6.70
19.1523,900.000,893.80,6.70
19.2032,900.000,893.80,6.70
19.2522,900.000,893.80,6.70
19.3064,900.000,893.80,6.70
19.3528,900.000,893.80,6.70
19.4060,900.000,893.80,6.70
19.4521,900.000,893.80,6.70
19.5019,900.000,893.80,6.70
19.5533,900.000,893.80,6.70
19.6022,900.000,893.80,6.70
19.6534,900.000,893.80,6.70
19.7043,900.000,893.80,6.70
19.7534,900.000,893.80,6.70
19.8051,900.000,893.80,6.70
19.8539,900.000,893.80,6.70
19.9010,900.000,893.80,6.70
19.9557,900.000,893.80,6.70
20.0027,900.000,893.80,6.70
20.0517,900.000,893.80,6.70
20.1041,900.000,893.80,6.70
20.1556,900.000,893.80,6.70
20.2046,900.000,893.80,6.70
20.2537,900.000,893.80,6.70
20.3069,900.000,893.80,6.70
20.3518,900.000,893.80,6.70
20.4034,900.000,893.80,6.70
20.4558,900.000,893.80,6.70
20.5057,900.000,893.80,6.70
20.5559,900.000,893.80,6.70
20.6067,900.000,893.80,6.70
20.6517,900.000,893.80,6.70
20.7030,900.000,893.80,6.70
20.7523,900.000,893.80,6.70
20.8020,900.000,893.80,6.70
20.8555,900.000,893.80,6.70
20.9053,900.000,893.80,6.70
20.9556,900.000,893.80,6.70
